statecounty,margin,coolidge,davis,other,lafollette
51061,54.41%, 20.14%, 74.55%, 0.12%, 5.20%
51063,31.00%, 65.04%, 34.04%, 0.93%,-
51065,51.22%, 22.04%, 73.26%, 0.32%, 4.38%
51067,27.56%, 35.98%, 63.55%, 0.47%,-
51069,45.43%, 26.49%, 71.92%, 1.59%,-
51071,20.94%, 38.21%, 59.15%, 0.04%, 2.60%
51073,69.45%, 14.93%, 84.38%, 0.68%,-
51075,38.46%, 27.42%, 65.89%,-, 6.69%
51077,5.49%, 46.88%, 52.37%, 0.75%,-
51079,8.41%, 44.86%, 53.27%, 1.87%,-
51081,49.74%, 23.04%, 72.77%, 0.17%, 4.01%
51083,70.21%, 14.03%, 84.24%, 1.73%,-
51085,65.97%, 14.92%, 80.88%,-, 4.20%
51087,39.63%, 25.92%, 65.55%, 0.31%, 8.22%
51089,31.35%, 33.29%, 64.64%,-, 2.06%
51091,5.56%, 46.71%, 52.26%, 1.03%,-
51093,53.33%, 22.97%, 76.30%, 0.73%,-
51095,49.58%, 22.50%, 72.08%,-, 5.42%
51097,39.82%, 29.65%, 69.47%, 0.88%,-
51099,14.71%, 40.95%, 55.67%, 0.20%, 3.18%
51101,42.03%, 27.77%, 69.79%,-, 2.44%
51103,70.96%, 13.47%, 84.43%,-, 2.10%
51105,1.62%, 49.66%, 48.04%, 0.04%, 2.26%
51107,80.85%, 7.48%, 88.33%, 0.15%, 4.04%
51109,40.63%, 26.96%, 67.59%,-, 5.45%
51111,45.08%, 12.55%, 66.22%, 0.10%, 21.14%
51113,24.92%, 35.74%, 60.66%,-, 3.60%
51115,54.70%, 22.08%, 76.78%, 1.13%,-
51117,69.68%, 14.62%, 84.30%, 1.07%,-
51119,68.83%, 14.91%, 83.75%, 1.34%,-
51121,8.21%, 44.44%, 52.65%,-, 2.90%
51125,48.36%, 24.46%, 72.82%, 0.21%, 2.52%
51127,32.97%, 30.82%, 63.80%,-, 5.38%
51131,65.66%, 15.53%, 81.19%,-, 3.28%
51133,62.96%, 17.83%, 80.80%, 1.37%,-
51135,56.76%, 15.59%, 72.35%,-, 12.06%
51137,61.14%, 16.95%, 78.09%,-, 4.96%
51139,6.32%, 43.02%, 49.34%, 0.10%, 7.54%
51141,18.37%, 40.53%, 58.90%, 0.57%,-
51143,47.33%, 24.75%, 72.08%,-, 3.18%
51145,37.23%, 29.89%, 67.12%,-, 2.99%
51147,66.51%, 16.22%, 82.73%, 1.04%,-
51149,49.61%, 23.62%, 73.23%,-, 3.15%
51153,49.40%, 22.99%, 72.39%, 0.17%, 4.44%
51155,10.51%, 43.33%, 53.84%, 0.09%, 2.74%
51157,60.59%, 17.62%, 78.22%,-, 4.16%
51159,45.65%, 26.54%, 72.19%, 1.27%,-
51161,20.26%, 36.77%, 57.04%, 0.11%, 6.08%
51163,33.49%, 31.89%, 65.38%,-, 2.72%
51165,1.40%, 47.97%, 49.37%, 0.24%, 2.42%
51167,15.77%, 41.27%, 57.03%, 1.70%,-
51169,9.96%, 54.28%, 44.32%, 1.40%,-
51171,0.62%, 48.80%, 48.18%, 0.07%, 2.95%
51173,7.79%, 53.50%, 45.71%, 0.79%,-
51175,65.24%, 14.46%, 79.70%,-, 5.84%
51177,26.22%, 34.65%, 60.87%, 0.14%, 4.35%
51179,1.83%, 46.61%, 48.44%, 0.32%, 4.63%
51181,62.95%, 14.34%, 77.29%,-, 8.37%
51183,63.59%, 17.67%, 81.26%, 1.07%,-
51185,1.15%, 48.04%, 46.89%, 0.11%, 4.97%
51187,61.82%, 16.89%, 78.72%, 0.11%, 4.28%
51191,3.90%, 47.30%, 51.20%, 1.49%,-
51193,49.92%, 23.97%, 73.89%,-, 2.14%
51195,10.15%, 40.39%, 50.55%, 0.11%, 8.95%
51197,2.46%, 50.58%, 48.12%, 1.29%,-
51199,58.23%, 18.99%, 77.22%,-, 3.80%
51510,29.59%, 28.37%, 57.96%, 0.10%, 13.57%
51515,0%,-,-,-,-
51520,39.58%, 29.22%, 68.79%, 1.99%,-
51530,21.94%, 38.01%, 59.95%,-, 2.04%
51540,52.84%, 18.79%, 71.64%, 0.26%, 9.31%
51550,0%,-,-,-,-
51570,0%,-,-,-,-
51580,0%,-,-,-,-
51590,49.26%, 21.11%, 70.37%, 0.18%, 8.34%
51595,0%,-,-,-,-
51600,0%,-,-,-,-
51610,0%,-,-,-,-
51620,0%,-,-,-,-
51630,41.41%, 27.56%, 68.97%, 0.12%, 3.34%
51640,0%,-,-,-,-
51650,55.61%, 20.98%, 76.59%,-, 2.44%
51660,0.55%, 49.69%, 49.13%, 1.18%,-
51670,14.46%, 41.96%, 56.42%, 1.63%,-
51678,0%,-,-,-,-
51680,52.48%, 21.49%, 73.97%,-, 4.54%
51683,0%,-,-,-,-
51685,0%,-,-,-,-
51690,0%,-,-,-,-
51700,23.61%, 32.95%, 56.56%, 0.11%, 10.38%
51710,32.99%, 30.88%, 63.87%, 0.06%, 5.19%
51720,0%,-,-,-,-
51730,69.15%, 14.29%, 83.45%, 0.25%, 2.01%
51735,0%,-,-,-,-
51740,46.94%, 17.70%, 64.64%, 0.23%, 17.43%
51750,9.91%, 38.91%, 48.82%,-, 12.27%
51760,54.42%, 19.37%, 73.79%, 0.07%, 6.76%
51770,33.92%, 27.15%, 61.07%, 0.05%, 11.73%
51775,0%,-,-,-,-
51790,29.40%, 34.12%, 63.52%,-, 2.36%
51800,49.74%, 23.55%, 73.29%,-, 3.16%
51810,0%,-,-,-,-
51820,0%,-,-,-,-
51830,72.37%, 13.60%, 85.96%, 0.44%,-
51840,31.80%, 33.39%, 65.18%, 1.43%,-
53001,13.62%, 37.51%, 11.25%, 0.10%, 51.14%
53003,15.56%, 46.51%, 21.60%, 0.94%, 30.95%
53005,2.53%, 45.33%, 10.93%, 0.93%, 42.81%
53007,23.96%, 55.56%, 12.17%, 0.67%, 31.60%
53009,11.98%, 52.07%, 6.92%, 0.93%, 40.08%
53011,14.99%, 47.61%, 18.29%, 1.48%, 32.62%
53013,27.87%, 52.11%, 24.25%, 0.79%, 22.85%
53015,28.31%, 55.66%, 15.76%, 1.22%, 27.35%
53017,0.67%, 42.19%, 15.69%, 0.59%, 41.52%
53019,6.67%, 34.49%, 23.74%, 0.61%, 41.16%
53021,26.01%, 31.15%, 10.41%, 1.27%, 57.16%
53023,41.09%, 65.25%, 24.16%, 0.15%, 10.44%
53025,0.50%, 40.87%, 16.69%, 1.06%, 41.38%
53027,30.50%, 60.16%, 9.01%, 1.16%, 29.66%
53029,0.11%, 46.25%, 6.34%, 1.28%, 46.14%
53031,12.54%, 51.79%, 8.11%, 0.85%, 39.25%
53033,17.08%, 53.51%, 6.56%, 0.47%, 36.43%
53035,2.98%, 45.19%, 5.60%, 1.04%, 48.17%
53037,4.96%, 47.22%, 9.10%, 1.42%, 42.26%
53039,24.62%, 52.72%, 18.43%, 0.75%, 28.10%
53041,29.82%, 58.07%, 12.86%, 0.82%, 28.25%
53043,9.34%, 46.16%, 16.79%, 0.23%, 36.82%
53045,8.75%, 49.02%, 9.73%, 0.98%, 40.27%
53047,15.85%, 50.41%, 14.36%, 0.68%, 34.55%
53049,42.10%, 64.57%, 12.11%, 0.85%, 22.47%
53051,13.75%, 51.05%, 11.50%, 0.15%, 37.30%
53053,6.49%, 47.70%, 9.44%, 1.66%, 41.20%
53055,41.22%, 66.67%, 7.71%, 0.18%, 25.45%
53057,3.38%, 47.95%, 6.61%, 0.87%, 44.57%
53059,25.24%, 52.15%, 20.25%, 0.68%, 26.91%
53061,7.24%, 48.82%, 7.21%, 2.38%, 41.58%
53063,11.75%, 49.30%, 12.71%, 0.44%, 37.55%
53065,10.70%, 48.94%, 11.52%, 1.30%, 38.24%
53067,27.22%, 57.77%, 10.63%, 1.05%, 30.55%
53069,32.68%, 60.49%, 10.85%, 0.85%, 27.80%
53071,35.95%, 58.83%, 17.89%, 0.41%, 22.87%
53073,21.12%, 57.19%, 5.75%, 0.97%, 36.08%
53075,22.84%, 52.12%, 18.34%, 0.25%, 29.29%
53077,42.88%, 63.72%, 11.34%, 0.34%, 20.84%
54001,2.16%, 45.41%, 43.25%, 0.08%, 11.26%
54003,10.40%, 53.18%, 42.78%, 0.02%, 4.02%
54005,4.34%, 41.32%, 45.66%, 0.12%, 12.89%
54007,10.28%, 44.17%, 54.46%, 1.37%,-
54009,28.01%, 59.34%, 31.33%, 0.74%, 8.58%
54011,1.91%, 47.26%, 49.17%, 0.13%, 3.44%
54013,22.90%, 38.51%, 61.41%, 0.08%,-
54015,4.95%, 47.02%, 51.96%, 1.02%,-
54017,26.71%, 62.70%, 35.99%, 1.31%,-
54019,4.40%, 46.79%, 42.39%, 0.13%, 10.69%
54021,27.13%, 36.09%, 63.22%, 0.69%,-
54023,54.30%, 75.49%, 21.19%, 0.13%, 3.19%
54025,11.34%, 42.24%, 53.58%, 0.50%, 3.68%
54027,43.32%, 27.88%, 71.19%, 0.93%,-
54029,48.73%, 71.08%, 22.35%, 0.55%, 6.03%
54031,31.20%, 33.92%, 65.12%, 0.96%,-
54033,5.52%, 49.38%, 43.86%, 0.21%, 6.54%
54035,11.92%, 55.52%, 43.60%, 0.88%,-
54037,38.83%, 29.07%, 67.90%, 0.06%, 2.97%
54039,6.22%, 49.14%, 42.92%, 0.26%, 7.69%
54041,4.53%, 51.10%, 46.57%, 0.03%, 2.30%
54043,2.86%, 47.29%, 50.15%,-, 2.56%
54045,2.09%, 46.92%, 49.01%, 0.29%, 3.78%
54047,34.77%, 62.95%, 28.18%, 0.17%, 8.70%
54049,11.56%, 50.56%, 39.00%, 0.13%, 10.31%
54051,20.26%, 55.56%, 35.30%, 0.19%, 8.95%
54053,11.33%, 52.22%, 40.89%, 0.12%, 6.76%
54055,4.21%, 42.86%, 47.07%, 0.15%, 9.93%
54057,9.65%, 49.62%, 39.96%, 0.13%, 10.30%
54059,5.93%, 42.06%, 47.99%, 0.22%, 9.73%
54061,14.29%, 49.57%, 35.27%, 0.23%, 14.93%
54063,0.50%, 49.96%, 49.47%, 0.57%,-
54065,32.31%, 63.10%, 30.80%, 0.27%, 5.83%
54067,8.19%, 45.02%, 53.21%, 1.76%,-
54069,21.22%, 54.09%, 32.87%, 0.21%, 12.83%
54071,16.39%, 41.68%, 58.07%, 0.26%,-
54073,1.69%, 48.72%, 50.41%, 0.87%,-
54075,0.09%, 49.14%, 49.05%, 1.80%,-
54077,42.14%, 68.22%, 26.08%, 0.34%, 5.35%
54079,1.37%, 46.74%, 48.11%, 0.03%, 5.11%
54081,4.96%, 49.43%, 44.47%, 0.05%, 6.05%
54083,18.55%, 36.59%, 55.14%, 0.19%, 8.08%
54085,26.37%, 62.61%, 36.23%, 1.16%,-
54087,7.80%, 53.90%, 46.10%,-,-
54089,11.62%, 41.52%, 53.14%, 0.12%, 5.22%
54091,17.18%, 53.45%, 36.27%, 0.32%, 9.96%
54093,3.00%, 45.61%, 42.61%, 0.56%, 11.22%
54095,22.71%, 60.38%, 37.68%, 1.94%,-
54097,42.43%, 70.24%, 27.81%, 1.95%,-
54099,18.26%, 39.03%, 57.29%, 0.20%, 3.48%
54101,21.67%, 38.68%, 60.36%, 0.96%,-
54103,17.64%, 39.60%, 57.24%, 0.41%, 2.75%
54105,3.09%, 48.03%, 51.13%, 0.84%,-
54107,3.53%, 50.29%, 46.76%, 0.26%, 2.69%
54109,15.93%, 54.69%, 38.76%, 0.08%, 6.46%
55001,35.17%, 28.99%, 6.44%, 0.41%, 64.16%
55003,27.58%, 32.44%, 6.41%, 1.13%, 60.02%
55005,36.02%, 29.44%, 4.11%, 0.98%, 65.47%
55007,20.13%, 36.41%, 4.46%, 2.59%, 56.54%
55009,12.02%, 37.90%, 11.59%, 0.58%, 49.92%
55011,28.71%, 33.05%, 4.39%, 0.80%, 61.76%
55013,35.78%, 30.34%, 2.41%, 1.14%, 66.12%
55015,50.83%, 18.59%, 11.28%, 0.71%, 69.42%
55017,11.23%, 41.72%, 4.55%, 0.78%, 52.95%
55019,30.75%, 31.27%, 5.51%, 1.20%, 62.02%
55021,10.64%, 40.41%, 7.76%, 0.78%, 51.05%
55023,22.80%, 29.82%, 16.54%, 1.03%, 52.62%
55025,31.41%, 31.32%, 5.31%, 0.64%, 62.73%
55027,26.18%, 30.45%, 11.90%, 1.03%, 56.63%
55029,16.80%, 38.56%, 4.79%, 1.28%, 55.36%
55031,15.75%, 39.14%, 4.24%, 1.72%, 54.89%
55033,15.26%, 40.13%, 3.59%, 0.88%, 55.39%
55035,0.66%, 46.46%, 5.68%, 0.75%, 47.12%
55037,6.00%, 50.21%, 4.14%, 1.44%, 44.21%
55039,5.18%, 41.62%, 10.86%, 0.71%, 46.80%
55041,5.72%, 40.74%, 11.03%, 1.77%, 46.46%
55043,7.84%, 40.33%, 10.71%, 0.79%, 48.17%
55045,23.56%, 35.07%, 5.08%, 1.21%, 58.64%
55047,3.75%, 37.45%, 20.53%, 0.83%, 41.19%
55049,10.25%, 40.07%, 8.39%, 1.22%, 50.32%
55051,12.98%, 40.17%, 3.19%, 1.06%, 53.15%
55053,29.19%, 32.24%, 4.95%, 1.38%, 61.44%
55055,26.71%, 31.22%, 10.09%, 0.75%, 57.93%
55057,30.30%, 31.10%, 6.54%, 0.96%, 61.40%
55059,19.55%, 55.45%, 8.13%, 0.51%, 35.90%
55061,41.92%, 23.90%, 9.27%, 1.01%, 65.82%
55063,27.26%, 32.49%, 7.09%, 0.67%, 59.74%
55065,13.12%, 34.69%, 16.43%, 1.07%, 47.81%
55067,14.07%, 35.98%, 12.95%, 1.02%, 50.05%
55069,37.70%, 26.84%, 7.27%, 1.34%, 64.54%
55071,30.50%, 29.54%, 9.78%, 0.64%, 60.04%
55073,34.66%, 29.22%, 5.81%, 1.09%, 63.88%
55075,16.70%, 54.68%, 6.36%, 0.98%, 37.98%
55077,19.99%, 31.19%, 16.51%, 1.12%, 51.18%
55078,0%,-,-,-,-
55079,20.92%, 34.27%, 9.80%, 0.74%, 55.19%
55081,41.00%, 26.70%, 4.30%, 1.29%, 67.71%
55083,25.13%, 33.12%, 7.78%, 0.84%, 58.25%
55085,26.67%, 33.07%, 6.06%, 1.14%, 59.74%
55087,21.65%, 35.39%, 6.91%, 0.67%, 57.03%
55089,45.90%, 20.71%, 12.08%, 0.59%, 66.61%
55091,22.29%, 55.88%, 9.39%, 1.14%, 33.59%
55093,12.83%, 40.97%, 4.38%, 0.85%, 53.80%
55095,19.61%, 37.57%, 4.26%, 0.98%, 57.18%
55097,24.25%, 27.76%, 19.55%, 0.67%, 52.01%
55099,26.13%, 32.81%, 6.04%, 2.21%, 58.94%
55101,6.71%, 50.21%, 5.63%, 0.65%, 43.51%
55103,0.14%, 42.11%, 14.17%, 1.75%, 41.97%
55105,28.34%, 60.92%, 5.97%, 0.53%, 32.58%
55107,15.08%, 39.11%, 5.51%, 1.19%, 54.19%
55109,12.05%, 39.68%, 7.91%, 0.68%, 51.72%
55111,22.30%, 35.60%, 5.02%, 1.47%, 57.91%
55113,18.84%, 37.53%, 5.12%, 0.99%, 56.37%
55115,47.67%, 23.01%, 5.25%, 1.05%, 70.69%
55117,23.49%, 34.56%, 6.69%, 0.71%, 58.04%
55119,35.88%, 29.49%, 3.93%, 1.21%, 65.37%
55121,30.99%, 31.26%, 5.60%, 0.90%, 62.24%
55123,33.36%, 30.41%, 4.62%, 1.18%, 63.78%
55125,7.96%, 42.11%, 5.74%, 2.07%, 50.07%
55127,24.07%, 57.22%, 8.88%, 0.76%, 33.14%
55129,16.99%, 38.91%, 4.32%, 0.88%, 55.90%
55131,38.05%, 24.44%, 12.05%, 1.02%, 62.49%
55133,4.39%, 45.45%, 12.71%, 0.78%, 41.06%
55135,25.42%, 33.89%, 6.17%, 0.62%, 59.32%
55137,22.20%, 35.43%, 5.51%, 1.44%, 57.63%
55139,5.84%, 48.70%, 7.80%, 0.64%, 42.86%
55141,33.51%, 30.32%, 4.79%, 1.07%, 63.83%
56001,11.82%, 47.72%, 16.38%,-, 35.90%
56003,21.27%, 54.45%, 12.36%,-, 33.19%
56005,25.41%, 52.36%, 26.95%,-, 20.69%
56007,25.80%, 54.56%, 16.68%,-, 28.76%
56009,34.35%, 58.46%, 17.43%,-, 24.11%
56011,28.41%, 54.48%, 26.07%,-, 19.44%
56013,18.08%, 51.73%, 14.61%,-, 33.65%
56015,28.55%, 56.15%, 16.25%,-, 27.60%
56017,1.90%, 45.73%, 10.45%,-, 43.83%
56019,31.52%, 58.01%, 26.49%,-, 15.49%
56021,21.04%, 53.00%, 15.05%,-, 31.95%
56023,15.13%, 48.25%, 18.62%,-, 33.13%
56025,32.06%, 60.10%, 11.86%,-, 28.04%
56027,8.80%, 48.43%, 11.93%,-, 39.63%
56029,29.24%, 55.47%, 18.29%,-, 26.23%
56031,14.73%, 49.55%, 15.62%,-, 34.83%
56033,4.36%, 42.76%, 18.84%,-, 38.40%
56035,45.74%, 67.38%, 21.63%,-, 10.99%
56037,1.99%, 42.16%, 13.69%,-, 44.15%
56039,27.00%, 54.63%, 27.64%,-, 17.73%
56041,8.29%, 45.51%, 17.26%,-, 37.23%
56043,37.62%, 60.13%, 17.36%,-, 22.51%
56045,8.79%, 45.35%, 18.10%,-, 36.55%
60010,0%,-,-,-,-
60020,0%,-,-,-,-
60030,0%,-,-,-,-
60040,0%,-,-,-,-
60050,0%,-,-,-,-
66010,0%,-,-,-,-
69085,0%,-,-,-,-
69100,0%,-,-,-,-
69110,0%,-,-,-,-
69120,0%,-,-,-,-
72001,0%,-,-,-,-
72003,0%,-,-,-,-
72005,0%,-,-,-,-
72007,0%,-,-,-,-
72009,0%,-,-,-,-
72011,0%,-,-,-,-
72013,0%,-,-,-,-
72015,0%,-,-,-,-
72017,0%,-,-,-,-
72019,0%,-,-,-,-
72021,0%,-,-,-,-
72023,0%,-,-,-,-
72025,0%,-,-,-,-
72027,0%,-,-,-,-
72029,0%,-,-,-,-
72031,0%,-,-,-,-
72033,0%,-,-,-,-
72035,0%,-,-,-,-
72037,0%,-,-,-,-
72039,0%,-,-,-,-
72041,0%,-,-,-,-
72043,0%,-,-,-,-
72045,0%,-,-,-,-
72047,0%,-,-,-,-
72049,0%,-,-,-,-
72051,0%,-,-,-,-
72053,0%,-,-,-,-
72054,0%,-,-,-,-
72055,0%,-,-,-,-
72057,0%,-,-,-,-
72059,0%,-,-,-,-
72061,0%,-,-,-,-
72063,0%,-,-,-,-
72065,0%,-,-,-,-
72067,0%,-,-,-,-
72069,0%,-,-,-,-
72071,0%,-,-,-,-
72073,0%,-,-,-,-
72075,0%,-,-,-,-
72077,0%,-,-,-,-
72079,0%,-,-,-,-
72081,0%,-,-,-,-
72083,0%,-,-,-,-
72085,0%,-,-,-,-
72087,0%,-,-,-,-
72089,0%,-,-,-,-
72091,0%,-,-,-,-
72093,0%,-,-,-,-
72095,0%,-,-,-,-
72097,0%,-,-,-,-
72099,0%,-,-,-,-
72101,0%,-,-,-,-
72103,0%,-,-,-,-
72105,0%,-,-,-,-
72107,0%,-,-,-,-
72109,0%,-,-,-,-
72111,0%,-,-,-,-
72113,0%,-,-,-,-
72115,0%,-,-,-,-
72117,0%,-,-,-,-
72119,0%,-,-,-,-
72121,0%,-,-,-,-
72123,0%,-,-,-,-
72125,0%,-,-,-,-
72127,0%,-,-,-,-
72129,0%,-,-,-,-
72131,0%,-,-,-,-
72133,0%,-,-,-,-
72135,0%,-,-,-,-
72137,0%,-,-,-,-
72139,0%,-,-,-,-
72141,0%,-,-,-,-
72143,0%,-,-,-,-
72145,0%,-,-,-,-
72147,0%,-,-,-,-
72149,0%,-,-,-,-
72151,0%,-,-,-,-
72153,0%,-,-,-,-
74300,0%,-,-,-,-
78010,0%,-,-,-,-
78020,0%,-,-,-,-
78030,0%,-,-,-,-
