statecounty,margin,coolidge,davis,other,lafollette
28039,76.14%, 11.93%, 88.07%,-,-
28041,87.27%, 6.37%, 93.63%,-,-
28043,96.42%,-, 98.21%, 1.79%,-
28045,38.79%, 27.08%, 65.87%,-, 7.05%
28047,67.42%, 13.99%, 81.41%,-, 4.60%
28049,85.33%, 5.45%, 90.77%,-, 3.78%
28051,85.45%, 7.27%, 92.73%,-,-
28053,90.02%, 4.99%, 95.01%,-,-
28055,76.22%, 11.89%, 88.11%,-,-
28057,86.95%, 6.53%, 93.47%,-,-
28059,72.82%, 13.50%, 86.32%, 0.17%,-
28061,90.67%, 4.62%, 95.30%, 0.08%,-
28063,81.72%, 9.14%, 90.86%,-,-
28065,78.54%, 10.73%, 89.27%,-,-
28067,60.51%, 10.08%, 75.21%,-, 14.71%
28069,88.42%, 5.79%, 94.21%,-,-
28071,89.11%, 4.51%, 93.62%, 1.87%,-
28073,78.49%, 8.78%, 87.27%,-, 3.95%
28075,63.58%, 7.78%, 77.90%,-, 14.32%
28077,84.91%, 7.54%, 92.46%,-,-
28079,92.63%, 3.68%, 96.32%,-,-
28081,89.04%, 5.48%, 94.52%,-,-
28083,78.89%, 10.56%, 89.44%,-,-
28085,74.83%, 10.25%, 85.09%,-, 4.66%
28087,92.78%, 3.61%, 96.39%,-,-
28089,87.23%, 6.39%, 93.61%,-,-
28091,82.60%, 8.70%, 91.30%,-,-
28093,93.23%, 3.38%, 96.62%,-,-
28095,88.95%, 4.88%, 93.83%, 1.29%,-
28097,78.63%, 5.13%, 86.75%,-, 8.12%
28099,75.10%, 12.45%, 87.55%,-,-
28101,85.84%, 3.95%, 90.94%,-, 5.10%
28103,91.29%, 4.36%, 95.64%,-,-
28105,92.09%, 2.08%, 95.01%,-, 2.91%
28107,89.84%, 3.93%, 93.77%,-, 2.30%
28109,61.81%, 14.67%, 76.48%,-, 8.86%
28111,72.09%, 12.09%, 84.18%,-, 3.74%
28113,51.90%, 8.61%, 71.65%,-, 19.75%
28115,86.69%, 6.66%, 93.34%,-,-
28117,74.40%, 12.73%, 87.13%, 0.14%,-
28119,88.20%, 5.90%, 94.10%,-,-
28121,95.31%, 2.35%, 97.65%,-,-
28123,82.38%, 4.01%, 89.18%,-, 6.81%
28125,81.17%, 8.65%, 89.82%, 1.53%,-
28127,87.26%, 6.15%, 93.42%, 0.43%,-
28129,88.89%, 4.22%, 93.11%,-, 2.67%
28131,76.07%, 11.97%, 88.03%,-,-
28133,91.41%, 4.29%, 95.71%,-,-
28135,97.86%,-, 98.93%, 1.07%,-
28137,98.22%,-, 98.82%, 1.18%,-
28139,84.73%, 6.19%, 90.91%,-, 2.90%
28141,61.78%, 19.11%, 80.89%,-,-
28143,94.88%, 2.56%, 97.44%,-,-
28145,81.94%, 6.85%, 88.79%,-, 4.36%
28147,82.32%, 8.84%, 91.16%,-,-
28149,69.09%, 15.46%, 84.54%,-,-
28151,79.75%, 10.06%, 89.80%, 0.14%,-
28153,88.35%, 5.83%, 94.17%,-,-
28155,71.06%, 10.18%, 81.24%,-, 8.58%
28157,79.75%, 10.13%, 89.87%,-,-
28159,92.41%, 3.79%, 96.21%,-,-
28161,91.37%, 3.91%, 95.28%, 0.81%,-
28163,91.89%, 4.06%, 95.94%,-,-
29001,19.34%, 53.56%, 34.22%, 0.37%, 11.85%
29003,13.89%, 55.36%, 41.47%, 0.22%, 2.94%
29005,1.69%, 49.26%, 47.57%, 0.07%, 3.09%
29007,29.98%, 34.18%, 64.17%, 1.65%,-
29009,5.41%, 47.93%, 42.52%, 0.15%, 9.40%
29011,4.44%, 48.59%, 44.15%, 0.36%, 6.90%
29013,1.76%, 47.11%, 48.87%, 0.33%, 3.69%
29015,24.91%, 60.71%, 35.80%, 3.49%,-
29017,2.94%, 50.21%, 47.27%, 0.02%, 2.51%
29019,41.30%, 28.67%, 69.97%, 1.37%,-
29021,7.87%, 50.13%, 42.26%, 0.17%, 7.44%
29023,19.15%, 55.98%, 36.83%, 0.15%, 7.05%
29025,19.23%, 58.66%, 39.43%, 1.90%,-
29027,35.14%, 31.68%, 66.82%, 1.51%,-
29029,17.68%, 57.14%, 39.46%, 0.10%, 3.30%
29031,9.51%, 52.08%, 42.58%, 0.12%, 5.22%
29033,4.21%, 51.05%, 46.83%, 2.12%,-
29035,14.66%, 40.57%, 55.23%, 0.63%, 3.57%
29037,12.84%, 42.17%, 55.01%, 0.20%, 2.63%
29039,15.84%, 55.83%, 39.99%, 0.14%, 4.04%
29041,19.79%, 38.72%, 58.52%, 0.16%, 2.60%
29043,32.90%, 62.77%, 29.87%, 0.30%, 7.06%
29045,3.04%, 50.37%, 47.33%, 2.31%,-
29047,32.54%, 31.69%, 64.24%, 0.14%, 3.93%
29049,5.34%, 46.22%, 51.56%, 0.15%, 2.08%
29051,9.91%, 52.49%, 42.58%, 0.04%, 4.89%
29053,7.60%, 52.76%, 45.16%, 0.04%, 2.03%
29055,15.25%, 55.77%, 40.51%, 0.17%, 3.56%
29057,13.28%, 54.66%, 41.38%, 0.29%, 3.67%
29059,24.66%, 61.03%, 36.37%, 0.03%, 2.57%
29061,4.64%, 51.42%, 46.78%, 1.79%,-
29063,6.97%, 52.58%, 45.61%, 1.81%,-
29065,11.65%, 42.84%, 54.49%, 0.05%, 2.62%
29067,45.14%, 69.16%, 24.02%, 0.29%, 6.53%
29069,11.44%, 42.67%, 54.11%, 0.07%, 3.14%
29071,27.21%, 59.31%, 32.10%, 0.09%, 8.50%
29073,62.63%, 75.88%, 13.24%, 0.09%, 10.79%
29075,3.28%, 45.94%, 49.22%, 0.12%, 4.71%
29077,1.79%, 45.74%, 43.95%, 0.17%, 10.13%
29079,18.95%, 50.65%, 31.70%, 0.13%, 17.52%
29081,19.93%, 58.18%, 38.25%, 0.37%, 3.21%
29083,0.91%, 46.76%, 47.68%,-, 3.46%
29085,43.77%, 70.71%, 26.94%, 0.26%, 2.09%
29087,18.55%, 57.98%, 39.43%, 0.31%, 2.27%
29089,42.07%, 27.30%, 69.37%, 0.13%, 3.19%
29091,6.92%, 48.21%, 41.29%, 0.29%, 10.21%
29093,11.30%, 43.24%, 54.54%, 0.16%, 2.05%
29095,8.60%, 51.79%, 43.19%, 0.13%, 4.89%
29097,18.20%, 55.11%, 36.91%, 0.36%, 7.61%
29099,5.16%, 48.88%, 43.72%, 0.08%, 7.32%
29101,2.53%, 47.68%, 50.21%, 2.11%,-
29103,8.31%, 43.83%, 52.15%, 0.31%, 3.72%
29105,8.02%, 51.61%, 43.59%, 0.17%, 4.62%
29107,4.95%, 50.43%, 45.48%, 0.08%, 4.02%
29109,8.02%, 49.35%, 41.33%, 0.34%, 8.97%
29111,17.40%, 39.48%, 56.88%, 0.20%, 3.45%
29113,13.90%, 41.63%, 55.53%, 0.11%, 2.73%
29115,2.05%, 45.84%, 47.89%, 0.28%, 5.99%
29117,2.24%, 50.26%, 48.02%, 1.72%,-
29119,1.48%, 48.29%, 46.81%, 1.79%, 3.11%
29121,5.74%, 44.83%, 50.58%, 0.17%, 4.42%
29123,2.94%, 48.06%, 51.00%, 0.95%,-
29125,29.88%, 33.00%, 62.89%, 0.10%, 4.01%
29127,2.69%, 43.98%, 46.67%, 0.12%, 9.23%
29129,32.39%, 62.54%, 30.15%, 0.20%, 7.11%
29131,19.57%, 56.16%, 36.60%, 0.09%, 7.14%
29133,13.06%, 41.69%, 54.76%, 0.32%, 3.23%
29135,9.10%, 53.17%, 44.07%, 0.17%, 2.59%
29137,64.49%, 16.51%, 81.00%, 0.09%, 2.40%
29139,9.40%, 53.60%, 44.19%, 0.20%, 2.02%
29141,14.71%, 56.61%, 41.89%, 1.50%,-
29143,1.79%, 48.34%, 50.13%, 1.53%,-
29145,6.90%, 50.96%, 44.06%, 0.36%, 4.63%
29147,3.51%, 49.85%, 46.35%, 0.20%, 3.60%
29149,38.29%, 25.70%, 63.98%, 0.17%, 10.15%
29151,10.62%, 51.98%, 41.36%, 0.15%, 6.52%
29153,42.03%, 69.05%, 27.02%, 0.27%, 3.65%
29155,7.61%, 45.50%, 53.12%, 1.38%,-
29157,4.67%, 47.78%, 43.11%, 0.12%, 8.99%
29159,17.40%, 55.67%, 38.27%, 0.15%, 5.91%
29161,15.15%, 37.91%, 53.05%, 0.40%, 8.64%
29163,4.06%, 46.44%, 50.51%, 0.14%, 2.91%
29165,29.16%, 34.80%, 63.96%, 1.24%,-
29167,14.59%, 56.19%, 41.60%, 0.18%, 2.03%
29169,14.20%, 40.81%, 55.00%,-, 4.19%
29171,36.12%, 65.39%, 29.27%, 0.25%, 5.09%
29173,30.75%, 33.52%, 64.27%, 0.17%, 2.04%
29175,37.87%, 25.85%, 63.72%, 0.17%, 10.25%
29177,27.81%, 34.24%, 62.04%, 0.07%, 3.64%
29179,34.84%, 32.05%, 66.89%, 1.06%,-
29181,12.70%, 41.71%, 54.41%, 0.12%, 3.77%
29183,29.18%, 59.11%, 29.94%, 0.19%, 10.76%
29185,4.56%, 49.70%, 45.14%, 0.41%, 4.75%
29186,2.70%, 49.20%, 46.50%, 0.11%, 4.18%
29187,4.81%, 51.16%, 46.35%, 0.08%, 2.40%
29189,22.15%, 55.75%, 33.61%, 0.19%, 10.45%
29195,12.98%, 41.15%, 54.14%, 0.15%, 4.56%
29197,12.81%, 42.37%, 55.18%, 0.36%, 2.09%
29199,6.15%, 44.82%, 50.96%, 0.10%, 4.12%
29201,3.62%, 40.54%, 44.16%, 0.52%, 14.77%
29203,27.32%, 34.38%, 61.70%, 0.03%, 3.89%
29205,38.36%, 30.01%, 68.37%, 1.62%,-
29207,5.81%, 44.29%, 50.09%, 0.13%, 5.50%
29209,43.53%, 65.42%, 21.89%, 0.38%, 12.31%
29211,2.31%, 49.33%, 47.02%, 0.03%, 3.62%
29213,26.21%, 61.49%, 35.28%, 0.25%, 2.98%
29215,9.91%, 43.55%, 53.45%, 0.17%, 2.83%
29217,13.49%, 38.89%, 52.38%, 0.41%, 8.32%
29219,57.67%, 76.03%, 18.36%, 0.03%, 5.59%
29221,10.03%, 54.42%, 44.38%, 1.20%,-
29223,7.32%, 44.11%, 51.43%, 0.25%, 4.21%
29225,7.07%, 51.12%, 44.05%, 0.13%, 4.70%
29227,0.48%, 49.66%, 49.18%, 1.16%,-
29229,14.22%, 55.04%, 40.83%, 0.04%, 4.10%
29510,16.46%, 52.70%, 36.24%, 0.16%, 10.91%
30001,22.61%, 50.55%, 27.94%, 0.11%, 21.41%
30003,32.92%, 57.74%, 17.45%,-, 24.81%
30005,10.23%, 45.74%, 18.64%, 0.11%, 35.51%
30007,3.20%, 37.71%, 34.52%, 0.07%, 27.70%
30009,5.70%, 44.33%, 16.36%, 0.68%, 38.63%
30011,31.26%, 54.17%, 22.91%,-, 22.91%
30013,6.05%, 43.41%, 18.96%, 0.27%, 37.36%
30015,16.79%, 46.15%, 24.19%, 0.31%, 29.36%
30017,1.40%, 43.78%, 10.91%, 0.13%, 45.18%
30019,16.38%, 35.19%, 12.89%, 0.35%, 51.57%
30021,14.70%, 50.63%, 13.21%, 0.23%, 35.93%
30023,0.35%, 35.43%, 29.47%, 0.02%, 35.08%
30025,28.01%, 55.63%, 16.74%,-, 27.63%
30027,2.32%, 38.50%, 20.68%, 0.01%, 40.81%
30029,0.07%, 43.28%, 13.42%, 0.09%, 43.21%
30031,16.54%, 44.35%, 27.81%, 0.02%, 27.81%
30033,21.58%, 50.55%, 20.48%,-, 28.97%
30035,5.33%, 41.68%, 36.34%,-, 21.98%
30037,13.55%, 37.88%, 10.59%, 0.09%, 51.44%
30039,13.44%, 43.47%, 26.36%, 0.15%, 30.02%
30041,21.94%, 30.60%, 16.59%, 0.28%, 52.54%
30043,2.31%, 36.49%, 24.44%, 0.28%, 38.80%
30045,5.82%, 41.34%, 22.35%, 0.79%, 35.52%
30047,33.20%, 28.00%, 10.77%, 0.03%, 61.20%
30049,22.75%, 49.93%, 27.19%, 0.04%, 22.84%
30051,12.69%, 33.71%, 19.89%,-, 46.40%
30053,2.26%, 40.89%, 15.67%, 0.29%, 43.15%
30055,12.13%, 38.18%, 11.05%, 0.46%, 50.31%
30057,18.75%, 45.85%, 27.10%, 1.21%, 25.85%
30059,35.05%, 59.60%, 24.55%,-, 15.85%
30061,44.86%, 21.61%, 11.92%,-, 66.47%
30063,28.60%, 29.44%, 12.49%, 0.02%, 58.05%
30065,0.73%, 45.55%, 7.56%, 0.61%, 46.28%
30067,17.34%, 50.70%, 15.86%, 0.07%, 33.36%
30069,0%,-,-,-,-
30071,11.37%, 46.69%, 17.87%, 0.11%, 35.32%
30073,4.19%, 37.67%, 20.41%, 0.05%, 41.86%
30075,10.14%, 48.68%, 12.47%, 0.30%, 38.54%
30077,3.83%, 40.39%, 22.99%, 0.04%, 36.57%
30079,26.01%, 56.21%, 13.33%, 0.25%, 30.21%
30081,8.16%, 37.79%, 16.20%, 0.06%, 45.95%
30083,12.84%, 49.95%, 12.84%, 0.11%, 37.11%
30085,5.88%, 39.10%, 15.76%, 0.16%, 44.98%
30087,9.78%, 49.12%, 11.41%, 0.13%, 39.34%
30089,33.48%, 28.65%, 9.16%, 0.05%, 62.13%
30091,21.82%, 35.32%, 6.87%, 0.66%, 57.14%
30093,1.56%, 34.66%, 28.66%, 0.47%, 36.21%
30095,35.84%, 59.88%, 15.90%, 0.17%, 24.05%
30097,36.45%, 59.57%, 17.32%,-, 23.11%
30099,1.51%, 40.36%, 20.63%, 0.16%, 38.85%
30101,1.24%, 37.49%, 23.61%, 0.16%, 38.73%
30103,27.01%, 55.36%, 16.09%, 0.19%, 28.35%
30105,18.70%, 51.10%, 16.33%, 0.16%, 32.40%
30107,1.96%, 44.22%, 13.52%,-, 42.26%
30109,35.40%, 56.93%, 21.31%, 0.23%, 21.53%
30111,25.78%, 55.91%, 13.90%, 0.06%, 30.13%
31001,28.95%, 56.51%, 27.57%, 0.33%, 15.59%
31003,15.47%, 47.12%, 20.86%, 0.36%, 31.65%
31005,5.12%, 34.88%, 24.63%, 0.49%, 40.00%
31007,18.70%, 49.80%, 17.89%, 1.22%, 31.10%
31009,9.61%, 43.40%, 22.64%, 0.17%, 33.79%
31011,4.17%, 36.36%, 32.18%, 0.45%, 31.01%
31013,8.18%, 42.48%, 22.96%, 0.25%, 34.30%
31015,4.66%, 37.57%, 19.79%, 0.42%, 42.23%
31017,15.91%, 45.02%, 29.12%, 0.73%, 25.12%
31019,27.47%, 54.11%, 26.64%, 0.54%, 18.71%
31021,18.21%, 54.32%, 36.11%, 0.23%, 9.35%
31023,0.17%, 44.81%, 44.98%, 0.20%, 10.01%
31025,17.52%, 49.55%, 32.03%, 0.35%, 18.07%
31027,8.57%, 39.92%, 28.57%, 0.16%, 31.35%
31029,18.29%, 48.17%, 29.87%, 0.42%, 21.54%
31031,12.98%, 43.69%, 30.71%, 0.18%, 25.41%
31033,20.63%, 51.76%, 16.71%, 0.39%, 31.14%
31035,19.01%, 50.32%, 31.31%, 0.38%, 17.99%
31037,4.22%, 39.02%, 34.80%, 0.22%, 25.97%
31039,4.43%, 36.71%, 21.93%, 0.22%, 41.14%
31041,7.18%, 39.95%, 26.84%, 0.45%, 32.77%
31043,8.64%, 39.38%, 30.74%, 0.19%, 29.69%
31045,1.49%, 41.25%, 15.58%, 0.42%, 42.74%
31047,25.03%, 50.67%, 25.64%, 0.40%, 23.29%
31049,34.49%, 58.23%, 23.74%, 0.30%, 17.73%
31051,25.17%, 50.98%, 25.81%, 0.38%, 22.83%
31053,17.81%, 45.63%, 26.23%, 0.31%, 27.83%
31055,16.40%, 44.98%, 28.58%, 0.14%, 26.30%
31057,31.56%, 56.67%, 25.11%, 0.49%, 17.72%
31059,11.25%, 51.54%, 40.29%, 0.15%, 8.02%
31061,15.73%, 51.27%, 35.54%, 0.48%, 12.71%
31063,26.26%, 52.27%, 20.91%, 0.80%, 26.01%
31065,17.85%, 50.30%, 32.45%, 0.32%, 16.94%
31067,19.03%, 50.70%, 31.67%, 0.27%, 17.36%
31069,17.13%, 46.68%, 29.56%, 0.52%, 23.25%
31071,38.20%, 59.14%, 19.61%, 0.31%, 20.94%
31073,0.67%, 36.31%, 26.50%, 0.20%, 36.99%
31075,12.92%, 48.69%, 35.77%, 0.19%, 15.36%
31077,10.69%, 26.48%, 41.80%, 0.62%, 31.11%
31079,17.31%, 47.39%, 21.85%, 0.68%, 30.08%
31081,26.58%, 56.12%, 29.54%, 0.54%, 13.80%
31083,17.05%, 50.01%, 32.96%, 0.65%, 16.37%
31085,11.48%, 42.60%, 25.83%, 0.45%, 31.12%
31087,16.43%, 45.80%, 29.37%, 0.32%, 24.50%
31089,0.52%, 37.14%, 25.73%, 0.52%, 36.61%
31091,5.68%, 40.00%, 25.23%, 0.45%, 34.32%
31093,9.93%, 31.58%, 41.51%, 0.46%, 26.45%
31095,16.23%, 48.12%, 31.89%, 0.16%, 19.83%
31097,20.61%, 54.12%, 33.52%, 0.23%, 12.13%
31099,6.51%, 45.04%, 38.53%, 0.68%, 15.75%
31101,21.81%, 49.93%, 28.12%, 0.37%, 21.58%
31103,4.36%, 41.48%, 20.66%, 0.74%, 37.12%
31105,19.74%, 51.23%, 17.28%,-, 31.49%
31107,2.25%, 38.63%, 24.61%, 0.39%, 36.38%
31109,19.57%, 54.40%, 34.83%, 0.27%, 10.50%
31111,1.92%, 40.94%, 19.67%, 0.37%, 39.02%
31113,6.30%, 40.56%, 24.16%, 1.02%, 34.26%
31115,14.31%, 47.98%, 17.68%, 0.67%, 33.67%
31117,1.14%, 40.34%, 18.18%,-, 39.20%
31119,4.74%, 40.68%, 22.53%, 0.85%, 35.94%
31121,27.75%, 54.34%, 26.58%, 0.47%, 18.61%
31123,16.63%, 45.77%, 29.14%, 0.36%, 24.73%
31125,13.38%, 47.42%, 34.05%, 0.36%, 18.17%
31127,10.44%, 48.97%, 38.53%, 0.06%, 12.44%
31129,20.80%, 54.02%, 33.22%, 0.27%, 12.49%
31131,16.02%, 50.12%, 34.10%, 0.29%, 15.49%
31133,20.34%, 55.85%, 35.51%, 0.10%, 8.53%
31135,20.76%, 50.61%, 29.84%, 0.30%, 19.25%
31137,23.15%, 48.88%, 25.18%, 0.20%, 25.74%
31139,5.59%, 42.36%, 20.51%, 0.35%, 36.78%
31141,5.87%, 30.70%, 31.64%, 0.15%, 37.51%
31143,27.00%, 56.49%, 29.49%, 0.41%, 13.61%
31145,15.41%, 44.61%, 25.92%, 0.28%, 29.20%
31147,7.13%, 48.22%, 41.09%, 0.19%, 10.50%
31149,18.77%, 47.33%, 23.71%, 0.40%, 28.56%
31151,4.39%, 43.10%, 47.49%, 0.14%, 9.28%
31153,4.52%, 38.86%, 34.34%, 0.25%, 26.55%
31155,8.72%, 45.15%, 36.43%, 0.17%, 18.25%
31157,41.61%, 62.29%, 20.68%, 0.55%, 16.48%
31159,16.70%, 49.21%, 32.51%, 0.28%, 18.00%
31161,1.54%, 41.46%, 18.16%, 0.47%, 39.92%
31163,4.52%, 39.88%, 35.36%, 0.64%, 24.12%
31165,16.28%, 36.01%, 11.18%, 0.53%, 52.29%
31167,3.61%, 39.43%, 24.43%, 0.33%, 35.82%
31169,20.89%, 52.73%, 31.84%, 0.28%, 15.15%
31171,1.72%, 35.46%, 37.18%, 0.17%, 27.19%
31173,0.59%, 37.36%, 36.77%, 0.28%, 25.59%
31175,32.25%, 55.04%, 21.92%, 0.25%, 22.79%
31177,15.53%, 45.16%, 29.63%,-, 23.13%
31179,27.42%, 52.50%, 22.11%, 0.31%, 25.08%
31181,24.47%, 54.40%, 29.93%, 0.40%, 15.27%
31183,26.22%, 27.01%, 19.10%, 0.66%, 53.23%
31185,33.28%, 58.66%, 25.37%, 0.40%, 15.57%
32001,2.99%, 41.64%, 19.71%,-, 38.65%
32003,17.24%, 32.58%, 17.60%,-, 49.82%
32005,34.42%, 59.04%, 16.35%,-, 24.61%
32007,1.32%, 38.81%, 21.06%,-, 40.13%
32009,12.95%, 33.20%, 20.66%,-, 46.14%
32011,22.49%, 50.00%, 22.49%,-, 27.51%
32013,7.50%, 35.30%, 21.89%,-, 42.81%
32015,18.53%, 46.61%, 25.32%,-, 28.07%
32017,3.25%, 27.10%, 34.82%,-, 38.08%
32019,12.59%, 47.43%, 17.73%,-, 34.84%
32021,7.54%, 37.90%, 16.67%,-, 45.44%
32023,0.22%, 39.69%, 20.39%,-, 39.92%
32027,8.67%, 36.07%, 19.20%,-, 44.73%
32029,1.84%, 37.19%, 27.46%,-, 35.35%
32031,12.89%, 45.70%, 21.49%,-, 32.81%
32033,10.23%, 44.52%, 21.18%,-, 34.30%
32510,0.21%, 44.31%, 44.53%,-, 11.16%
33001,29.57%, 63.79%, 34.23%, 1.98%,-
33003,32.30%, 65.40%, 33.10%, 1.50%,-
33005,42.22%, 69.00%, 26.78%,-, 4.21%
33007,13.02%, 52.67%, 39.65%,-, 7.67%
33009,31.37%, 64.12%, 32.75%,-, 3.12%
33011,14.25%, 51.66%, 37.41%,-, 10.93%
33013,23.37%, 59.88%, 36.50%,-, 3.62%
33015,39.82%, 68.42%, 28.60%,-, 2.99%
33017,16.82%, 56.63%, 39.82%,-, 3.55%
33019,38.28%, 68.03%, 29.74%,-, 2.23%
34001,55.35%, 73.63%, 18.28%, 0.48%, 7.60%
34003,50.18%, 69.41%, 19.23%, 0.35%, 11.01%
34005,44.91%, 70.23%, 25.32%, 0.26%, 4.18%
34007,42.10%, 66.31%, 24.20%, 0.46%, 9.03%
34009,49.16%, 72.37%, 23.22%, 0.34%, 4.07%
34011,49.41%, 71.05%, 21.64%, 1.10%, 6.21%
34013,43.88%, 66.22%, 22.34%, 0.25%, 11.18%
34015,53.20%, 72.74%, 19.54%, 1.57%, 6.16%
34017,5.26%, 41.71%, 46.97%, 0.21%, 11.12%
34019,26.02%, 60.62%, 34.60%, 0.39%, 4.39%
34021,31.13%, 59.53%, 28.40%, 0.30%, 11.77%
34023,32.77%, 62.28%, 29.51%, 0.33%, 7.88%
34025,37.19%, 65.64%, 28.45%, 0.38%, 5.53%
34027,47.03%, 69.59%, 22.56%, 0.33%, 7.53%
34029,49.77%, 70.99%, 21.22%, 0.27%, 7.51%
34031,42.10%, 62.33%, 16.73%, 0.70%, 20.23%
34033,41.36%, 68.86%, 27.50%, 0.57%, 3.06%
34035,48.43%, 71.12%, 22.69%, 0.34%, 5.85%
34037,26.09%, 61.36%, 35.27%, 0.44%, 2.93%
34039,48.09%, 67.99%, 19.90%, 0.53%, 11.58%
34041,27.90%, 60.63%, 32.73%, 0.52%, 6.12%
35001,7.39%, 49.55%, 42.17%,-, 8.28%
35003,7.68%, 47.30%, 39.62%,-, 13.08%
35005,16.84%, 39.40%, 56.24%,-, 4.36%
35006,0%,-,-,-,-
35007,6.09%, 48.06%, 41.97%,-, 9.96%
35009,27.34%, 20.55%, 53.39%,-, 26.05%
35011,32.69%, 29.03%, 61.72%,-, 9.25%
35013,21.75%, 58.58%, 36.83%,-, 4.59%
35015,37.33%, 28.36%, 65.69%,-, 5.95%
35017,7.42%, 39.59%, 47.00%,-, 13.41%
35019,10.65%, 51.83%, 41.19%,-, 6.98%
35021,0.41%, 42.14%, 41.73%,-, 16.13%
35023,23.22%, 28.19%, 51.40%,-, 20.41%
35025,56.25%, 18.75%, 75.00%,-, 6.25%
35027,11.28%, 49.05%, 37.77%,-, 13.18%
35028,0%,-,-,-,-
35029,6.90%, 43.28%, 36.39%,-, 20.33%
35031,15.59%, 51.24%, 35.65%,-, 13.11%
35033,2.55%, 50.90%, 48.35%, 0.74%,-
35035,2.67%, 41.17%, 43.84%,-, 14.99%
35037,22.80%, 27.84%, 50.64%,-, 21.52%
35039,14.76%, 56.24%, 41.48%,-, 2.28%
35041,46.24%, 19.54%, 65.78%,-, 14.68%
35043,18.10%, 58.52%, 40.41%, 1.07%,-
35045,3.53%, 44.88%, 41.34%,-, 13.78%
35047,4.56%, 50.56%, 46.00%,-, 3.44%
35049,20.73%, 59.05%, 38.32%,-, 2.64%
35051,6.55%, 48.17%, 41.62%,-, 10.21%
35053,28.89%, 62.32%, 33.43%,-, 4.25%
35055,19.36%, 58.68%, 39.32%, 2.00%,-
35057,12.20%, 51.18%, 38.99%,-, 9.83%
35059,8.54%, 37.77%, 46.32%,-, 15.91%
35061,61.40%, 78.01%, 16.62%,-, 5.37%
36001,10.33%, 52.01%, 41.68%, 0.12%, 6.18%
36003,58.34%, 75.35%, 17.01%, 0.22%, 7.42%
36005,3.11%, 36.73%, 33.62%, 0.93%, 28.71%
36007,45.45%, 67.70%, 22.25%, 0.49%, 9.57%
36009,44.11%, 63.94%, 19.84%, 0.70%, 15.52%
36011,36.47%, 63.66%, 27.19%, 0.68%, 8.47%
36013,56.90%, 71.25%, 13.31%, 1.08%, 14.35%
36015,39.76%, 64.66%, 24.90%, 0.11%, 10.33%
36017,50.85%, 72.60%, 21.75%, 0.26%, 5.39%
36019,20.29%, 57.80%, 37.51%, 0.12%, 4.56%
36021,31.38%, 63.70%, 32.32%, 0.30%, 3.68%
36023,60.29%, 76.93%, 16.64%, 0.32%, 6.11%
36025,49.46%, 72.66%, 23.20%, 0.11%, 4.03%
36027,38.80%, 64.64%, 25.84%, 0.51%, 9.01%
36029,37.23%, 58.53%, 21.30%, 1.35%, 18.82%
36031,51.14%, 73.96%, 22.82%, 0.07%, 3.16%
36033,34.36%, 64.43%, 30.07%, 0.08%, 5.43%
36035,53.28%, 72.49%, 19.21%, 0.51%, 7.79%
36037,49.65%, 71.43%, 21.77%, 0.28%, 6.52%
36039,29.14%, 61.56%, 32.42%, 0.25%, 5.77%
36041,24.88%, 61.23%, 36.35%, 0.17%, 2.25%
36043,38.88%, 66.31%, 27.43%, 0.37%, 5.88%
36045,43.61%, 68.38%, 24.77%, 0.24%, 6.61%
36047,15.64%, 47.50%, 31.87%, 0.44%, 20.20%
36049,36.05%, 66.98%, 30.93%, 0.09%, 2.01%
36051,45.14%, 69.56%, 24.42%, 0.27%, 5.75%
36053,49.99%, 71.01%, 21.02%, 0.47%, 7.51%
36055,35.65%, 57.09%, 20.52%, 0.95%, 21.44%
36057,34.03%, 63.20%, 29.17%, 0.40%, 7.23%
36059,48.44%, 70.47%, 22.02%, 0.28%, 7.23%
36061,1.65%, 41.20%, 39.55%, 0.56%, 18.70%
36063,46.98%, 67.98%, 21.00%, 0.57%, 10.45%
36065,31.98%, 61.82%, 29.84%, 0.51%, 7.83%
36067,40.31%, 64.90%, 24.58%, 0.43%, 10.09%
36069,40.31%, 66.66%, 26.34%, 0.27%, 6.74%
36071,45.07%, 67.74%, 22.67%, 0.41%, 9.18%
36073,52.38%, 71.91%, 19.53%, 0.42%, 8.14%
36075,37.53%, 65.08%, 27.55%, 0.34%, 7.03%
36077,37.41%, 65.67%, 28.26%, 0.30%, 5.77%
36079,41.46%, 67.73%, 26.26%, 0.30%, 5.71%
36081,22.53%, 53.57%, 31.04%, 0.41%, 14.99%
36083,19.69%, 55.88%, 36.18%, 0.73%, 7.21%
36085,5.87%, 47.91%, 42.04%, 0.20%, 9.85%
36087,32.08%, 60.92%, 28.84%, 0.48%, 9.77%
36089,49.01%, 71.50%, 22.49%, 0.23%, 5.78%
36091,39.68%, 65.84%, 26.16%, 0.29%, 7.70%
36093,38.66%, 61.75%, 23.09%, 0.69%, 14.47%
36095,27.62%, 62.17%, 34.55%, 0.18%, 3.10%
36097,45.21%, 70.81%, 25.60%, 0.12%, 3.47%
36099,38.81%, 66.15%, 27.34%, 0.30%, 6.21%
36101,44.42%, 66.79%, 22.37%, 0.81%, 10.02%
36103,47.15%, 69.20%, 22.05%, 0.51%, 8.24%
36105,27.03%, 56.85%, 29.82%, 0.43%, 12.90%
36107,51.80%, 72.47%, 20.67%, 0.25%, 6.61%
