statecounty,margin,nixon,humphrey,wallace
17115,4.71, 42.27, 46.98, 10.38
17117,2.09, 43.91, 46.00, 9.95
17119,6.69, 39.18, 45.87, 14.82
17121,2.25, 46.09, 43.84, 9.52
17123,21.60, 58.36, 36.77, 4.69
17125,6.80, 49.65, 42.85, 7.28
17127,25.50, 55.51, 30.00, 14.37
17129,26.83, 59.66, 32.83, 7.45
17131,19.78, 56.33, 36.55, 7.06
17133,24.70, 55.48, 30.78, 13.67
17135,1.40, 46.19, 44.79, 8.98
17137,16.05, 54.52, 38.47, 6.96
17139,10.56, 50.50, 39.94, 9.32
17141,44.04, 68.98, 24.94, 6.01
17143,8.21, 49.96, 41.75, 7.62
17145,8.51, 49.02, 40.51, 10.42
17147,21.62, 56.28, 34.66, 9.01
17149,8.49, 50.66, 42.17, 7.01
17151,25.35, 57.63, 32.28, 9.96
17153,7.23, 37.59, 44.82, 17.59
17155,14.49, 53.93, 39.44, 6.47
17157,11.33, 50.37, 39.04, 10.54
17159,28.09, 58.76, 30.66, 10.48
17161,5.85, 43.35, 49.20, 7.21
17163,16.14, 34.14, 50.29, 15.13
17165,6.70, 49.92, 43.22, 6.78
17167,9.55, 50.02, 40.47, 9.02
17169,27.93, 60.00, 32.07, 7.52
17171,20.26, 55.55, 35.29, 9.16
17173,8.61, 49.27, 40.66, 10.01
17175,31.76, 62.54, 30.78, 6.52
17177,23.99, 59.32, 35.33, 5.27
17179,4.67, 47.44, 42.77, 9.73
17181,3.42, 46.45, 43.04, 10.40
17183,11.87, 49.26, 37.39, 13.19
17185,20.10, 55.21, 35.11, 9.61
17187,28.50, 60.00, 31.50, 8.41
17189,35.67, 63.32, 27.65, 8.87
17191,27.35, 59.59, 32.24, 8.02
17193,15.21, 53.77, 38.56, 7.65
17195,28.72, 61.86, 33.15, 4.81
17197,13.63, 49.32, 35.70, 14.24
17199,9.44, 50.39, 40.95, 8.61
17201,12.06, 52.51, 40.45, 6.81
17203,30.37, 61.79, 31.42, 6.72
18001,9.83, 51.28, 41.45, 6.77
18003,17.25, 54.34, 37.09, 8.37
18005,21.95, 55.80, 33.85, 9.98
18007,26.35, 59.54, 33.19, 7.16
18009,2.37, 46.92, 44.56, 8.21
18011,28.25, 58.96, 30.72, 10.04
18013,14.55, 49.41, 34.86, 15.42
18015,23.20, 56.19, 32.99, 10.76
18017,12.55, 51.54, 38.99, 9.16
18019,4.42, 38.33, 42.75, 18.53
18021,15.82, 50.83, 35.02, 13.89
18023,15.06, 53.91, 38.85, 7.02
18025,13.93, 49.81, 35.89, 13.76
18027,23.92, 56.77, 32.85, 10.28
18029,10.71, 48.65, 37.95, 13.35
18031,19.04, 55.67, 36.63, 7.43
18033,21.28, 56.93, 35.65, 6.93
18035,8.12, 47.56, 39.44, 12.82
18037,6.34, 43.24, 49.58, 7.06
18039,24.27, 57.90, 33.63, 8.13
18041,6.54, 46.92, 40.38, 12.54
18043,4.04, 40.99, 45.02, 13.78
18045,19.44, 53.02, 33.59, 13.28
18047,16.31, 52.28, 35.97, 11.68
18049,30.49, 60.72, 30.22, 8.93
18051,5.44, 47.91, 42.47, 9.38
18053,16.97, 52.46, 35.48, 11.68
18055,7.65, 48.37, 40.72, 10.52
18057,45.87, 67.63, 21.77, 10.45
18059,27.04, 56.23, 29.19, 14.19
18061,7.04, 45.32, 38.28, 16.00
18063,35.38, 59.89, 24.51, 15.36
18065,16.21, 52.61, 36.41, 10.71
18067,15.46, 50.39, 34.93, 14.28
18069,16.73, 54.48, 37.75, 7.57
18071,17.34, 52.02, 34.68, 12.76
18073,33.87, 60.54, 26.67, 12.15
18075,10.93, 51.00, 40.07, 8.58
18077,9.43, 49.31, 39.88, 10.29
18079,16.44, 51.11, 34.68, 14.05
18081,29.10, 57.26, 28.17, 14.31
18083,6.02, 46.97, 40.95, 11.52
18085,36.93, 63.98, 27.06, 8.61
18087,30.27, 61.54, 31.27, 7.03
18089,10.29, 36.48, 46.77, 16.43
18091,11.07, 49.76, 38.69, 11.25
18093,21.42, 54.35, 32.92, 12.28
18095,8.15, 48.39, 40.23, 11.14
18097,15.05, 52.26, 37.22, 10.31
18099,23.82, 56.67, 32.85, 10.28
18101,3.62, 46.22, 42.59, 11.11
18103,16.67, 53.42, 36.76, 9.48
18105,10.94, 50.78, 39.84, 8.72
18107,28.55, 59.87, 31.31, 8.63
18109,30.39, 55.45, 25.06, 19.36
18111,33.22, 61.75, 28.53, 9.48
18113,12.45, 51.35, 38.90, 9.60
18115,2.71, 46.04, 43.33, 10.63
18117,20.54, 54.82, 34.28, 10.75
18119,17.19, 51.58, 34.39, 13.81
18121,17.77, 52.47, 34.70, 12.73
18123,1.45, 46.23, 47.68, 6.01
18125,1.97, 45.38, 43.41, 10.95
18127,25.82, 53.18, 27.36, 18.80
